Peak,Route Name,State,Location,Summit Elevation,Climb Grade,Elevation Gain,Driving Distance (Miles),Driving Time (Hours),Typical Duration,Typical Season,Glaciated Peak,Rock Skills Required,Snow Angle,Rappelling Required,Crevasse Rescue Skills Required,Typical Gear,Notes,Guide Books,,,
"Castle, Pinnacle, Plummer",Standard Route,Washington,Mt. Rainier Nat. Park,6500,B,1700,160,3.50,one day,Summer-Autumn,No,4th Class,up to 35 degrees,Yes,No,Rock,"The Tatoosh Range, located in the southern end of Mt. Rain-Here Nat. Park, is made up of 11 named peaks.  This 3 peak link-up is one of the most popular, if only because of the easy access from the trailhead.  A popular Mazamas climb, this classic alpine scramble has a round trip hike of just 4 miles and 1,700 vertical feet, and thus can be done by most climbers of moderate fitness in a reasonable day.  Along with a park entrance fee, all of the Tatoosh peaks offer spectacular views of Mt. Rainier - given clear weather, naturally.  This is good beginner trip and fairly close to home.  Be prepared for a short rappel on Castle and possible a handline on Pinnacle, depending on your comfort level on exposed 3rd or easy 4th class rock.  In early season, an ice axe can be useful.  ""Tatoosh"" means 'nourishing breast "" in the local native American language.  If you are looking for more solitude and similar scramble peaks, check these other options for Tatoosh climbing. ","75 Scrambles in Washington by Peggy Goldman
Cascade Alpine Guide: Columbia River to Stevens Pass by Fred Beckey",,"Mt Rainier NP, Park HQ: 360-569-2211 ext 2334",
Tatoosh Traverse,Pinnacle-Eagle,Washington,Mt. Rainier Nat. Park,7000,B,3000,160,3.50,one day,Summer-Autumn,No,4th Class,up to 35 degrees,Yes,No,Scrambling,"The Tatoosh range, in Mt. Rain-Here Nat. Park, offers many popular outings for the beginning climber.  The most popular Mazamas climbs in this area are a one day tour of Castle, Pinnacle and Plummer peaks, or a run up Unicorn.  But the Tatoosh offers far more than these peaks.  Chronic and committed peak-baggers willing to get off the beaten track a bit will find a more serious challenge.  How about as many as 11 peaks in 2 days!?  On day 1, you can tag Stevens, Unicorn, Boundary, Castle and Pinnacle, and the following day try Plummer, Denman, Lane, Wahpenayo, Chutla, and Eagle.  It's possible to mix and match almost as many as you want, so you can make an outing as easy or rigorous as you like.  In late season (after about mid June, most years), most or all of the snow will be gone and it'll be a rock scramble.  If you try a more ambitious mix of peaks, be sure you are fit, comfortable on steep scree and moderate snow traverses, and ready for a day of cross country travel and moderate route finding challenges.  Spectacular vistas of Mt. Rainier await you - on a clear day, of course.  Rock shoes are not needed - ropes are for the rap from Unicorn and Castle.  Ropes, harnesses, pro and helmets are not needed on Stevens, Boundary, Plummer, Denman, Lane, Wahpenayo, Chutla and Eagle.  ""Tatoosh"" means 'nourishing breast "" in the local native American language.  Be sure to check the photo below and the links to ericsbasecamp.net for more.","Cascade Alpine Guide: Columbia River to Stevens Pass by Fred Beckey
75 Scrambles in Washington by Peggy Goldman",,"Mt. Rainier NP, Park HQ: 360-569-2211 ext 2334 ",
Mt. Temple,North Face,Washington,Cascades - South,,D,6900,270,5.00,two or more days,Summer-Autumn,No,5th Class,,Yes,No,Rock,"On a ridgeline shared with needle-like spires with names like The Meteor, Comet Spire, Razorback Spire, and The Blop, Mt. Temple is the high point on the ridge continuation above the popular Prusik Peak . It guards the Snow Lakes entrance to the Enchantment Basin , and commands a spectacular view of the fantastic needles, spires, and lakes that the Stuart Range has gathered together for our exploration.",Cascade Alpine Guide: Columbia River to Stevens Pass   by Fred Beckey,,"USFS Leavenworth Ranger station: 509-548-6997 
Call for mandatory wilderness permits",
Mt. Terror,North Face,Washington,Cascades - North,8151,D,7000,350,7.00,two or more days,Summer-Autumn,Yes,5th Class,greater than 50 degrees,Yes,Yes,Snow and Rock,"Mt Terror is the highest peak in the southern Picket range, one of the most rugged and beautiful parts of the North Cascades.","Cascade Alpine Guide: Rainy Pass to Fraser River by Fred Beckey 
Climbs in the Cascades Vol. 2 by Nelson and Potterfield",http://goo.gl/maps/zw8r,Marblemount National Park Service Ranger Station: 360-873-4590,http://www.summitpost.org/mount-terror/155359
Three Fingers Mountain,South Peak,Washington,Cascades - Central,6854,B,4100,250,5.00,one day,Summer-Autumn,Yes,4th Class,between 35 and 50 degrees,No,Yes,Snow,The South Peak is the former true summit due to blasting for a lookout cabin built in the 1930s.  Views of the Puget Sound and many surrounding peaks.  ,"Climbing Washington's Mountains by Jeff Smoot
Cascade Alpine Guide: Stevens Pass to Rainy Pass by Fred Beckey",,"Mt Baker / Snoqualmie NF, Darrington Ranger Station: 360-436-1155 ",
Three Fingers Mountain,North Peak,Washington,Cascades - Central,6854,C,4100,250,5.00,two or more days,Summer-Autumn,Yes,4th Class,between 35 and 50 degrees,Yes,Yes,Snow and Rock,"As an alpine climb, 3 Finger Mountain North Peak has it all.  There is a small glacier with crevasses, 40-degree snow fields, and a complex rock climb over 4th and low 5th class rock with huge exposure.  The setting is gorgeous and gives stunning views of every major peak from Canada to Rainier and the Straits of Juan de Fuca to the Cascade Crest.   So what's not to like?","Climbing Washington's Mountains by Jeff Smoot
Cascade Alpine Guide: Stevens Pass to Rainy Pass by Fred Beckey",,"Mt Baker / Snoqualmie NF, Darrington Ranger Station: 360-436-1155 ",
Mt. Thompson,West Ridge,Washington,Cascades - Central,6554,D,3600,200,5.00,two or more days,Summer-Autumn,No,5th Class,,No,No,Rock,"This route has a long but moderate approach on the Pacific Crest Trail, a bit of routefinding and 4th class to get to the base of the route, and then about 4 pitches of up to 5.6 rock climbing on an exposed ridge.  A nice two day alpine rock outing.  Don't leave valuables in your car at this trailhead, and don't follow the Beckey route description!","Cascade Alpine Guide: Columbia River to Stevens Pass by Fred Beckey 
Climbs in the Cascades, Vol 2 by Nelson and Potterfield",,"Mt. Baker-Snoqualmie National Forest, North Bend District office 206-888-1421",
Tolmie Peak,Mowich Lake,Washington,Mt. Rainier Nat. Park,,A,,,,,,,,,,,Scrambling,,,,,
Tomyhoi Peak,SE Ridge,Washington,Cascades - North,7435,B,4500,320,8.00,two or more days,Summer-Autumn,Yes,3rd Class,between 35 and 50 degrees,No,Yes,Snow,"Tomyhoi Peak is an impressive glaciated massif located just south of the British Columbia border between Mts. Baker and Shuksan. An enjoyable route passes several picturesque alpine tarns and involves long sections of easy ridge walking with spectacular views of Mt. Shuksan. One section traverses snow slopes and the upper section of a glacier. The final 150 feet of scrambling is tricky and exposed, yet very satisfying. It can be done as a day trip from the trailhead (3835 elev. gain), but why pass up the opportunity to set up a camp at the alpine tarns? Do use care, as this is a fragile and popular area. ","Climbing Washington's Mountains by Jeff Smoot 
Cascade Alpine Guide: Rainy Pass to Fraser River by Fred Beckey",,Glacier Public Service Center: (360) 599-2714,
The Tooth,South Face,Washington,Cascades - South,5604,C,2500,200,4.00,one day,Summer-Autumn,No,5th Class,up to 35 degrees,Yes,No,Rock,"Close to the freeway and with an easy approach, this peak gets a lot of attention - by 1991, there were 14,000 ascents!  Three easy 5th class pitches gets you to the top.  Weekends can be crowded with newbies, so start early or go late to avoid the crowds.","Climbs in the North Cascades by Nelson and Potterfield 
Cascade Alpine Guide: Columbia River to Stevens Pass by Fred Beckey",,none,
Mt. Townsend,Townsend Creek,Washington,- Olympic Range,6280,A,2880,217,4.00,one day,Summer-Autumn,No,3rd Class,,No,No,Scrambling,none yet,Climbers Guide to the Olympic Mountains by Olympic Mountain Rescue ,"http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Mt.+Townsend+WA&sll=46.319198,-111.521366&sspn=0.017398,0.04549&ie=UTF8&ll=47.867048,-123.059621&spn=0.0169,0.04549&t=p&z=15&iwloc=addr",none,
Granite Mountain and Trico Mountain,Robin Lakes,Washington,Cascades - South,7144,A,3200,260,5.00,two or more days,Summer-Autumn,No,3rd Class,,No,No,Scrambling,"Located in the popular and gorgeous Alpine Lakes Wilderness, these two peaks can be scrambled in a day with a nice swim at the lakeside camp on return.","75 Scrambles in Washington by Peggy Goldman
Cascade Alpine Guide: Columbia River to Stevens Pass by Fred Beckey",,Wenatchee National Forest Cle Elum Ranger Station 509-852-1100,
Mt. Triumph,NE Ridge,Washington,Cascades - North,7270,E,5700,320,6.00,two or more days,Summer-Autumn,Yes,5th Class,between 35 and 50 degrees,Yes,No,Snow and Rock,"This is an exhilarating and exposed classic alpine ridge rock in the heart of the North Cascades, with about 10 pitches of up to 5.6 climbing and a lot of double rope raps on the way down.  Small, competent parties are best on this route.  Watch for afternoon thunderstorms!  Move fast and watch for rope snags on the raps.",Cascade Alpine Guide: Rainy Pass to Fraser River by Fred Beckey,,Marblemount NPS Ranger Station 360-873-4590,
North Twin Sister,West Ridge,Washington,Cascades - North,6640,B,5100,270,6.00,one day,Summer-Autumn,No,5th Class,up to 35 degrees,No,No,Snow and Rock,From Summitpost.com:,"Cascade Alpine Guide: Rainy Pass to Fraser River by Fred Beckey
Classic Climbs of the Northwest by Alan Kearney",,none,http://www.summitpost.org/mountain/rock/151345/north-twin-sister.html 
Unicorn Peak,Snow Lake ,Washington,Mt. Rainier Nat. Park,6917,B,2400,150,3.50,one day,Spring-Summer,No,4th Class,up to 35 degrees,Yes,No,Snow and Rock,"Unicorn Peak, the highest point in the Tatoosh Range on the southern end of Mt. Rain-Here National Park, is a fine choice for an easy snow-rock climb.  ""A good early season ascent"", says Beckey.  If you try it in late season, most or all of the snow will be gone and the pitch or two of 35-40 degree snow will not be an issue - but the tedious scree will be exposed.  Along with a park entrance fee, all of the Tatoosh peaks offer spectacular views of Mt. Rainier - on clear days.  If you are a backcountry skier or boarder, bring your toys if you try this climb in early season (before mid June) - the bowls west of the main peak are beautiful.  Climb the summit pinnacle on the east side, which is around to the right (counterclockwise) from where you approach it from the south.  This east side is mucho mas easier than the south side of the summit block.  A few small tri-cams and stoppers might be a good idea to protect the short rock pitch.  Rock shoes are not needed.  Rap off the top.  Great glissading in early season!  ""Tatoosh"" means 'nourishing breast "" in the local native American language.  Combine with nearby yet seldom climbed Boundary Peak for a doubleheader day of peak bagging, or for a long three peak day, add Stevens Peak at the far east end of the range.  Check the Tatoosh Peaks for other options for Tatoosh climbing.",Cascade Alpine Guide: Columbia River to Stevens Pass by Fred Beckey,,"Mt. Rainier NP, Park HQ: 360-569-2211 ext 2334 ",
Vesper and Sperry Peaks,East Ridge / Headlee Pass,Washington,Cascades - Central,6214,A,4300,250,5.00,two or more days,Summer-Autumn,Yes,4th Class,up to 35 degrees,No,No,Scrambling,"These adjacent peaks offer easy class 3-4 scramble ascents with no major technical difficulty, some snowfield travel, a moderate hike in and superb views.","Cascade Alpine Guide: Stevens Pass to Rainy Pass by Fred Beckey 
Climbing Washington's Mountains by Jeff Smoot 
75 Scrambles in Washington by Peggy Goldman",,"Mt. Baker / Snoqualmie NF, Darrington Ranger Station: 360-436-1155",
Vesper Peak,North Face,Washington,Cascades - Central,6214,E,4300,250,5.00,one day,Summer-Autumn,Yes,5th Class,up to 35 degrees,Yes,Yes,Rock,"The climb has a little of everything: several miles on a good trail to a notch, a short glacier descent, and about 6 pitches of 4th class up to about 5.6 rock.  There are other popular scrambling routes (3rd and 4th class), on Vesper, and all routes are usually done car-to car in one day.   Start early on this climb, and plan it early in the season (before mid Aug) so you can easily cross the glacier leading to the rock.","Climbs in the Cascades Vol. 2 by Nelson and Potterfield 
Cascade Alpine Guide: Stevens Pass to Rainy Pass by Fred Beckey",,USFS Darrington Ranger District Office: 360-436-1155,
Warrior Peak,SE Summit,Washington,- Olympic Range,7300,D,4800,200,4.00,two or more days,Summer-Autumn,Yes,4th Class,greater than 50 degrees,No,No,Snow,"A rocky double summitted peak located 1 mile N-NE of Inner Constance on the Tunnel Creek-Dungeness River divide.  First ascent of both summits, Fred Beckey 1945.  This route is rather remote and committing, and offers a scramble with about 25 feet of 5.2 climbing to the summit block.  Pay attention to the route finding.  This is best done as a late season rock climb.  Call the USFS before you go to be sure road access to the trailhead is open.  A mountain bike approach is highly recommended, saving time and legs on the descent.  An alternate approach is the Big Quilcene trailhead. ",Climbers Guide to the Olympic Mountains ,,"Olympic NF, Quilcene Ranger District 360-765-2200",
Mt. Ellinor & Mt. Washington,Traverse,Washington,- Olympic Range,6225,B,2800,165,4.00,one day,Spring-Summer,No,4th Class,up to 35 degrees,No,No,Scrambling,"From Ellinor parking area, follow the excellent trail to the summit of Mt. Ellinor, (1.5 hours). From the top, descend 150 ft and east 300 ft to a flattish area above a large, north facing scree chute. Descend the chute (25 degrees, party induced rockfall hazard) about 600 feet and do ascending traverse 7 mile northeast across the basin passing below cliffs on the right. Ascend scree, boulders and ledges to an obvious col between a large hump on the left and a smaller pinnacle on the right at UTM 10T 481240E 5264190N. Traverse SE (right) behind the pinnacle a few hundred feet to the broad ridge stretching northeast (and the upper part of the normal ascent trail). Continue N to the summit block, which may be climbed either directly (3rd-4th class) or by contouring right on a rock ledge and up the steep slope on the N side (3.5 hours). To descend, return to the broad ridge above the Big Creek basin and find the climbers trail (large cairn) leading down (east) to the road. This trail is steep and loose in places, but well worn. Some brush and many roots.  Walk the road 1.1 miles back to the cars (2 hours).  The total ascent is approx. 2,800 feet.",Climbers Guide to the Olympic Mountains (3rd Edition),,"Olympic NF, Hood Canal Ranger District 360-877-5254",
Mt. Washington (Olympics),Standard,Washington,- Olympic Range,6255,B,3500,160,3.50,one day,Spring-Summer,No,4th Class,up to 35 degrees,No,No,Scrambling,"Nope, this is not the one in Oregon!  Yet another NW peak with a not-so-creative-name, Mt. Washington is a popular beginners climb fairly close to home.  Yummy Hood Canal aprÃ¨s-climb seafood can be yet another reason to try this peak.  This climb can be combined into a longer day with a traverse of nearby Mt. Ellinor, another popular Mazama route.",Climbers Guide to the Olympic Mountains (3rd Edition) ,,Olympic National Forest Headquarters 360-956-2402,
West McMillan Spire,Terror Glacier,Washington,Cascades - North,8000,B,7400,340,7.00,two or more days,Summer-Autumn,Yes,4th Class,between 35 and 50 degrees,Yes,Yes,Snow and Rock,"West McMillan Spire offers a moderate, relatively non-technical climb in the otherwise daunting Southern Pickets.  Look for extraordinary views of Mt. Terror, Mt. Fury, Luna Peak, and the rest of the wild Picket Range and much of the North Cascades.  The approach, however, is notoriously demanding.  Bring your camera!  ","Climbs in the Cascades Vol. 1 by Nelson and Potterfield
Cascade Alpine Guide: Rainy Pass to Fraser River by Fred Beckey",,Marblemount National Park Service Ranger Station: 360-873-4590,http://www.summitpost.org/mountain/rock/154364/west-mcmillan-spire.html
